,id,label0,label1,label2
0,00005a3efe934a19adc0b69b05faeae7,3.4198284,2.2564716,-4.125932
1,0009dc82c41341d794837271d4dbff5f,-0.7805369,3.714976,-1.4491988
2,000f3763b6074588817c9ab90a22a814,-2.8134713,3.0083544,0.82136154
3,00117934dbe240068c95b6d04b08eea7,-1.0340428,4.4697304,-1.2808326
4,0014cef5ccfa43b3a6b20162a03763fa,2.4563882,-0.63160706,-0.6500882
5,0015fb20dbd54d249a50559789f43c52,4.1177516,0.9502325,-2.7696784
6,002a0b77fded4ae1abaa8ed9f2ad0824,5.1209674,-1.8483322,-0.7652593
7,002c023ddb7343fdb8b3652ace2ded15,0.14330664,3.2054012,-2.1885793
8,002daa98e1b240679212a1b7a0402996,-1.6922256,0.10648066,3.7592056
9,00305089bee5422ca2423176c448e91a,-1.1618084,-1.2720333,4.007291
10,00326db52586478f80d3c23908b32c69,-0.8273145,4.5652523,-1.8518597
11,0035484c19a94cbb96d9e552cfddf43d,-2.868868,-2.6427696,4.2983584
12,00369ae2c2d94f28a0912d6166e05ef3,-2.44005,-1.9808555,4.8785906
13,004034b54f0340f7b3fa5265c5921ba2,-2.296855,-2.4068134,3.9426003
14,0046be86e6a14b30ae7aa09b5a61bace,1.6681621,2.5881011,-2.9462469
15,005602f337e44d1f96afecc6c65b8a66,-0.08134583,0.7941568,2.7719634
16,00562b5dfb8a4e4db3a958cd3488583a,3.1909654,0.9192343,-3.1959126
17,0066cf2839b943689cc059e775be6ec4,-1.054108,5.11675,-0.78246975
18,006789970e694f82a62a72f85c16dc48,-1.1416141,4.8952355,-2.201437
19,0068ad4e79c140cfa9e2534415bb9134,-2.792292,-2.453808,4.657882
20,0073c20837eb406dbe4c497015e1ccea,-1.3827018,5.61672,-1.447061
21,007da0014e584743b1ffbbddc4376520,-0.27202317,4.7294836,-2.1037939
22,008e5bbd2bc548e4bd0948f64cd881c3,-2.6931825,-1.9078884,4.1327224
23,00902cb2409b4ea5a0cf3f43e53bb5bb,-2.2924252,-1.0225161,5.4188275
24,009bbefa36bf48c7b6f54423b9e16675,-2.614902,-1.991791,4.4374747
25,009f3de0b6e6485197526d6672d3b4d3,-2.0462992,0.82783645,4.067747
26,00a9e3be90544e748c117ff8e364369e,4.769173,1.3470799,-3.4472558
27,00cca63aee8e4af5a60fbbfa9d3fbb68,-0.11521456,4.248384,-2.150706
28,00e0421bb7e94477bc9eec08e5c4af65,-2.368343,-2.1037323,4.2276998
29,00f3ff6192094cdbb0ba23cd0f443ebc,-2.9513693,-2.230248,4.6166077
30,00f70776dd6c407a8c9e8924c0f7cdb9,0.8312347,3.0456684,-2.1554601
31,00fa4c4c1fac42a3ac758b02266dc97e,-0.6584084,0.89987254,3.5379164
32,01050f001aa543f79544021a58578ffa,-1.849553,2.102191,-0.5324459
33,012e9533b8f544a8a36f24dcdc0df7ac,-0.44150457,1.2783896,0.042518374
34,013714ba1e7b4c069bf18b5e9ad214fe,0.45144385,3.881659,-1.8908294
35,013b273f0512428d94b30c7256858ffc,-1.8670453,-1.5628431,4.5361943
36,013b4d9b68984824aea96b5e5d7cc140,2.7248425,1.2124242,-2.6498082
37,013d2f5b15bf4bcaa29239ef7b1c1d8e,-1.6846191,6.028798,-2.203635
38,013ea9bac7354b11a792826d9f7cde6f,1.2020286,-0.76001096,1.8412703
39,014463a583a94fcfa61c3af185ad8d55,-2.8239799,-1.203943,5.155028
40,0144ad745448456b9099483a0956f3af,-1.4989525,4.878009,-1.4662896
41,01458ff5d3704ace8c4fd5b4716cbfcf,-2.0607553,0.1800332,4.4281473
42,015353d2fefb4761bcc86af0b0866917,-2.469699,-2.1553738,4.462436
43,015bedbe1b4347618b6705f3e1c1c2a3,1.0279799,-0.29384324,1.738649
44,016120c239f547ea8881ab632ddd03bb,4.1831026,0.9340818,-2.5383341
45,01748ddc019c4e14b7476c9bf9b371d0,-1.2475189,5.432703,-1.5270201
46,017e91d75654466e8d471653f84b1c79,-1.5402837,5.290289,-1.6786749
47,0191771b781d44d984954e214d5b062f,-3.708509,1.023207,2.7281165
48,0191d6be2e8a402db2580d189b37feaf,-2.978295,-1.538591,5.100406
49,01a2558ca6724dd6b6a12bbf03c9404b,-2.1526647,-0.60444856,4.7070885
50,01a4a1b49b334171abfe6fa776e5e32a,-1.2926782,4.2368197,-1.9039683
51,01ad9dc8231d44f5917eea31fac340ad,-2.5530357,-2.0990138,4.1470675
52,01c355a3dc924c9c95e2bc4b667dcdd4,-2.4707363,-1.8150041,4.593062
53,01c36b12fbef44ab9fa6c7b24845085e,-2.524641,2.1980999,-0.4721896
54,01c45e1e15b94dbeaefd915bd6c8fc22,-0.35250792,4.190368,-2.0752604
55,01c8a2a3aac942c9a1ba41f0bf09593d,-1.566269,5.5041976,-1.7499858
56,01cbc0a92e604efb889be4a7df8ec594,1.2429816,2.8103764,-3.2053545
57,01cf4f5ca5524bd69d86b13308688295,-2.7204452,-1.965164,4.3831387
58,01d346d004d04e0a89a56027dcb05994,2.9233942,2.3167682,-2.9175084
59,01e0b7945b6f42658a871bb9b902796a,-2.623011,-2.2540681,4.30625
60,01ec4a8071104d41840b8352a1b2ee70,2.1117678,2.3567243,-3.0807388
61,01f069fcebdd44afbae4a3734fa69190,-0.89159596,3.8030508,-1.0684966
62,01f59c1a722441a2a81f4e87090a99e6,2.1186256,2.6260715,-3.2160075
63,01f9ee66df4b41bf97b3dd2e7468a652,-1.7446316,5.212379,-0.66823363
64,01faf6cc4f4e4b809263f7a10fee3d59,-0.39399835,4.6919203,-2.931315
65,01fdb4f03ca9438881642ad90b4b5628,-2.7529092,3.983737,0.05008852
66,020f1d0fbbf64fa5a52b517f208a372d,1.0614277,2.7250206,-2.983196
67,020ff14f386645aaa1abb6e78cbca454,-0.8077949,4.8494587,-1.9000466
68,0213aa08bc6a45ab8a50422c971c3a95,0.025468737,-0.07433137,2.0613194
69,021b50be5c714739a4d5ac46567c03f2,3.8543124,0.7895889,-2.6963813
70,022de0bf63ec45c4b5b49d728fa219e2,3.953641,0.35064858,-3.0824766
71,02504994ac784bf789c8a837c145e612,-3.1722085,-1.1265969,4.5454507
72,0257970807c740988cc460ddfb1a24c4,-1.9304353,-0.16091397,4.3545895
73,02582800c9f9412896533116c3d24bec,-1.9382466,-0.69128764,5.01368
74,0259a4df7d7a4c80a12a259f9618f1c7,-2.7406409,-2.6335316,4.4812407
75,025ce723f6d14428b938cd8e626eea2b,-0.104819626,-0.8178437,3.2998433
76,02633da1f54e4ef6989b9d0ed6a197f0,0.82228243,3.0955396,-2.2608187
77,026928bb2e5f4e1391fe7965ce949ebf,3.391954,1.7680308,-3.9436824
78,0269bd5f896e414885745a65497fc85f,-2.4229517,2.498401,1.1021878
79,026a9daf8389440e9d2703622bcde8e7,-2.420549,-1.7133992,4.2568736
80,0274e480a84a4e10a3c4664b814474dc,-2.5026426,-2.0647926,4.669801
81,0275f2df2e724bdab43c836309458992,-0.2944139,3.8293903,-1.9140152
82,02777c458f37456eb044aee338527659,0.53671443,3.3205912,-2.8385794
83,027da5daf229409dbb4f2530f050b0d7,1.817772,2.8735375,-2.4594734
84,02966f301b034d609497ac60601880b4,-1.0934983,4.627992,-0.82727444
85,02a133b741094341a5facb231bb94437,-2.5784369,-0.5768343,4.614961
86,02a264f3076e4079904ab4391df3690e,-1.7486802,5.0446863,-0.4951899
87,02a2f7e7236c494fb24a8161cbc6d8d2,-2.3469756,-2.3033803,4.2049146
88,02af201cde4d4c62b7b28e3f54bb8d17,5.34554,-1.0999491,-1.0969154
89,02b9d533879947a5a1b855092b763b66,-2.4755826,0.64878833,0.19516343
90,02c35b9a4a724bf992b171107acb8388,1.198982,2.753041,-3.1279047
91,02cec51cb968463a98845a6dfbdeacf5,-0.27149966,-0.2553788,2.2843924
92,02ee82f4e9bb49a0b87361dcff6fb1d0,2.0752556,1.2651742,-1.6189905
93,02f22388bb324f088bab36433abd008a,-1.0446504,-0.7471441,3.9487796
94,02f2431c7f9f4acb91407c7df33c199d,0.6019518,3.896218,-2.4057565
95,02fcab7c883d4a5f888e8906b6cf1c4a,0.06832343,-1.0203857,2.9343994
96,03073ff3f9784af59a8843e35ad83f5c,2.6897063,1.8365843,-2.7005193
97,03083e7bc95b44e5b73232ed73f9d117,-1.2795216,1.9490558,2.1460912
98,030b1eb99b5d4a85883b6004ac2240e6,-1.7876025,0.13500592,4.517059
99,0339573530ed40898b95cfa0cea30989,0.00540936,4.3837514,-2.4587312
100,033f3c91e0b64e3fb893de15fd2def15,4.5675554,-0.004021287,-2.2851393
101,033fd8e66f7241968dbd6e90b59f7be6,-3.0367591,-2.0466418,4.592382
102,0346601976574857b137c8ab05d91cfb,-1.4278561,5.0800915,-1.0949005
103,034b48ee51c1438ea6420a889e0380ff,-2.7017298,2.6602023,2.113408
104,03837c890e7f4cc593835d4456833c60,-2.5418534,-1.831506,4.5719943
105,038a94e373ee474ba6e9c8c78fa2dcb3,3.8719418,-0.34260234,-2.2614079
106,03979c2eeaa64b029601abbab45445a8,3.0742335,1.5691195,-3.559335
107,03b9bda4ee794617a2560b58987af79c,4.6859155,-1.3259714,-1.038786
108,03be3376848c41cc83e0ce417031ca8f,0.98725164,3.0605276,-2.396702
109,03c3cc9184534394b8a103fff8d4beb6,1.215773,3.0286438,-2.1264462
110,03c7943970624c23ae6ea40c500304ee,-1.509383,5.187382,-0.81728244
111,03c905e774674216aa16b7dba1593f13,3.2177136,-0.83826125,-1.1959873
112,03ccdf87cb244bfeacfca0fba7f0591d,0.67225266,-2.1560304,1.9516107
113,03ceb007b67841cf829ea7561b6c4f4c,-1.2289487,3.9709802,-1.1893421
114,03d7b68202b4453a8656bed825601e86,-2.2391367,-0.779197,4.6770625
115,03d8c2226d3a47a797502ed2303e70e4,-0.73673105,4.3626184,-1.7860839
116,03da7322b818416dbaa8508ac32d8f13,4.06059,-1.9410033,-0.499811
117,03e637391a794cda86ec1a3572c8add0,0.93516827,3.2223175,-3.4386747
118,040c9f8433b740149493ad4d9ba0bcdd,1.9449162,2.2439485,-3.4786077
119,040d1c5845444b43be4f6d3160019f8b,-0.31361368,0.93092275,1.9861656
120,041afc69ac2947998171679ff9a72180,-1.7657424,4.6598315,-0.7664298
121,041f5087c16c4cd682d35fa49e812f48,-1.0300093,0.78881794,3.5186126
122,042a5cf08dc64399a51131b0d253fc8b,0.67191064,3.7121565,-2.2906637
123,042e164087d841268ba91b18e3d39acc,-0.39733884,3.087515,-1.4567207
124,043e9b6e77ab49369316eeeddaeabfdf,2.412741,2.8530188,-3.2509036
125,044631361bb246238a8e4bd1ec53a4bd,2.1226952,2.2893243,-2.091731
126,044a875c8c0e4488a9a189bf9f05b99c,-2.1232615,-2.444317,4.4251976
127,044b8f455e9b41149e6a3e22dc5f5f2d,-0.8507229,4.111019,-1.5661405
128,044e5fa8292a4111bd64b1e35f2acfbe,-2.3969421,-2.4326303,4.619684
129,0459bd79e07940189e61502479095eb6,-1.3635281,2.886088,-0.9094552
130,04635b6e59954f2784e6c9c0f103b432,-2.217011,3.5876608,-0.44664687
131,046f58eda27c4bc29331a21f9d7f1af0,-2.8968966,-1.6006513,4.424786
132,04711702774e4599b9b3cb94876a8e31,-0.16623577,1.7880558,1.056309
133,047677685e734033b0e5860ada4ef89c,-0.66456604,4.1826725,-1.3325776
134,047a0d21bf96454fa65476050a63757e,-1.5431902,2.2175605,-0.13747251
135,048b84206b3a43c7a80beada76de0de6,-2.1173964,4.796845,-1.8737859
136,048d98e863a34806ad7b0c196a06026a,-2.6283405,3.9335377,0.023223829
137,049814663ddb4c1c921113eb050b2ea1,-3.5003858,1.6543963,1.8101058
138,049920d6385f4dcf9f5dadc3abad2cbb,-2.0378106,2.178653,-0.58020794
139,04bec2c3a7524c508a468cb0313a1255,-2.7802079,3.0510597,0.15551078
140,04c2c842a2ad4eb4b3b27f574e38eec7,-1.9232148,2.3065982,0.36620778
141,04cf46d55ddb4f1c909f677ab05d0e76,0.87976265,3.147686,-1.997182
142,04cf6dc22937498888dc0983b1a987ca,4.0278172,0.1655199,-2.3194911
143,04dc41c7d9a24f2a88da2b5efab6dd23,3.0107834,1.9683509,-3.032406
144,04dea4e482ae4134b226fb89ecb43b3d,-1.7825133,-1.4503952,4.4760957
145,04e81d9bd71944c6be4aee65509ec21f,-2.3829985,-2.2617266,3.906692
146,04ff36f8a29d482c82bb67e9656ad3b2,-1.7568465,-0.10663208,4.795342
147,050603cf07124d65901faa6ad536fd3e,2.8318605,1.7551998,-3.199725
148,050a58740e504135ad534088f7e52ffe,-2.4381506,-2.2446082,4.5786834
149,05276783b7f84230b7337b65caa23aa6,0.16677713,4.4083047,-2.9345744
150,05383f944d7e49aabddfff5532acdbfe,-2.4747112,-1.52316,4.2456408
151,053b09bfb4534d4bbbc7756f68490e46,-1.6366333,-2.145178,4.324573
152,053ba94cdb2e48458d8070e303ccdc1e,5.5405116,0.29955772,-2.624736
153,053c6f0ee2324f53a522b8716732776e,-2.69341,-2.419929,4.27431
154,0554d6ae8749408aba34cd0f52b0595c,-2.8423142,-2.1395547,4.546217
155,05618399ade44ae2b7f04f7c47cb572b,-2.3901167,-2.031738,4.7823815
156,056597696e6d478ea8508d1f35c0df4e,4.146171,-1.3675328,-1.0877683
157,0572b82d8f454c7182b3a04903026e33,-2.919914,-1.7186387,4.704457
158,0575825dd6a8466b9c676dcbfd0ce210,-1.9856077,4.4866276,-0.7412727
159,0577fcea327d4562b5ddd213f99caf59,-2.7190795,-2.8052409,4.4048133
160,057d9cb08b184f41bd931597f429a599,-0.98720956,5.237228,-1.4569741
161,0583ff93f1d34d54a80cb0d452df462e,-0.09945807,1.003053,2.9168992
162,05942fd2a2f24a0ea08e76858245cb76,3.907662,0.0074249506,-1.8250912
163,05a781afcd464c0ea12ba4e1d3c4ba2d,-2.9573698,-0.31677344,4.5158353
