,id,label0,label1,label2
0,00005a3efe934a19adc0b69b05faeae7,4.276598,0.9303274,-4.468979
1,0009dc82c41341d794837271d4dbff5f,-0.78080535,3.9523675,-1.4967885
2,000f3763b6074588817c9ab90a22a814,-3.5713897,5.595641,-0.6001105
3,00117934dbe240068c95b6d04b08eea7,-3.2929978,5.960596,-1.0553889
4,0014cef5ccfa43b3a6b20162a03763fa,2.4264698,-0.20880067,-0.6801501
5,0015fb20dbd54d249a50559789f43c52,5.1932917,-0.6361275,-3.5081456
6,002a0b77fded4ae1abaa8ed9f2ad0824,5.6055555,-1.9904034,-3.2498746
7,002c023ddb7343fdb8b3652ace2ded15,-1.693204,4.0574565,0.098980844
8,002daa98e1b240679212a1b7a0402996,-2.0716507,1.3221688,5.4614534
9,00305089bee5422ca2423176c448e91a,-1.8823665,-1.1487904,4.857797
10,00326db52586478f80d3c23908b32c69,-1.7257539,5.8655386,-1.8226285
11,0035484c19a94cbb96d9e552cfddf43d,-2.6503732,-2.35414,6.2385297
12,00369ae2c2d94f28a0912d6166e05ef3,-2.860408,-1.6595286,6.079364
13,004034b54f0340f7b3fa5265c5921ba2,-2.196419,-2.5470045,5.5265164
14,0046be86e6a14b30ae7aa09b5a61bace,1.688501,3.147274,-3.1117344
15,005602f337e44d1f96afecc6c65b8a66,-1.1412563,1.8499417,1.5624628
16,00562b5dfb8a4e4db3a958cd3488583a,1.3160255,2.9894536,-3.254496
17,0066cf2839b943689cc059e775be6ec4,-3.2861836,6.309904,-1.1321952
18,006789970e694f82a62a72f85c16dc48,-3.197757,6.3469152,-1.4734936
19,0068ad4e79c140cfa9e2534415bb9134,-2.7361813,-2.2892056,6.5710683
20,0073c20837eb406dbe4c497015e1ccea,-2.584812,6.7443476,-1.8854537
21,007da0014e584743b1ffbbddc4376520,-3.1292782,6.313507,-2.161604
22,008e5bbd2bc548e4bd0948f64cd881c3,-2.8029761,-1.4728109,5.230197
23,00902cb2409b4ea5a0cf3f43e53bb5bb,-2.575777,1.0203612,5.763543
24,009bbefa36bf48c7b6f54423b9e16675,-3.1603312,-1.7797229,6.688243
25,009f3de0b6e6485197526d6672d3b4d3,-3.3454607,1.4584945,5.1564584
26,00a9e3be90544e748c117ff8e364369e,5.274102,-0.56169826,-4.399197
27,00cca63aee8e4af5a60fbbfa9d3fbb68,-1.2561105,5.117032,-2.3169506
