,id,label0,label1,label2
0,00005a3efe934a19adc0b69b05faeae7,2.6654425,0.97576296,-4.882726
1,0009dc82c41341d794837271d4dbff5f,-2.747758,4.3601446,-2.065433
2,000f3763b6074588817c9ab90a22a814,-4.675553,5.831556,-1.9033946
3,00117934dbe240068c95b6d04b08eea7,-4.805103,6.3261623,-1.3738132
4,0014cef5ccfa43b3a6b20162a03763fa,3.8240352,-0.89373183,-3.8228307
5,0015fb20dbd54d249a50559789f43c52,5.0147376,-1.3420755,-2.719789
6,002a0b77fded4ae1abaa8ed9f2ad0824,6.760199,-2.4645057,-2.9319205
7,002c023ddb7343fdb8b3652ace2ded15,-3.310305,4.3039255,-1.6938685
8,002daa98e1b240679212a1b7a0402996,-3.9476488,1.8659658,3.2552714
9,00305089bee5422ca2423176c448e91a,-3.155488,-1.7446513,4.502939
10,00326db52586478f80d3c23908b32c69,-2.70848,4.6644597,-3.6754417
11,0035484c19a94cbb96d9e552cfddf43d,-2.7126029,-2.150215,6.7044125
12,00369ae2c2d94f28a0912d6166e05ef3,-4.192516,-1.4539177,6.2356806
13,004034b54f0340f7b3fa5265c5921ba2,-2.3866982,-2.1993856,6.3052397
14,0046be86e6a14b30ae7aa09b5a61bace,-1.4103532,3.669559,-3.7757845
15,005602f337e44d1f96afecc6c65b8a66,-2.6029239,3.142949,1.1011672
16,00562b5dfb8a4e4db3a958cd3488583a,1.1160161,2.1349125,-3.9306698
17,0066cf2839b943689cc059e775be6ec4,-4.424994,6.042107,-1.4874341
18,006789970e694f82a62a72f85c16dc48,-5.102157,6.4945827,-2.6966681
19,0068ad4e79c140cfa9e2534415bb9134,-3.0312166,-2.164565,6.878983
20,0073c20837eb406dbe4c497015e1ccea,-4.9810405,5.9272294,-3.0754433
21,007da0014e584743b1ffbbddc4376520,-5.1223884,6.1540246,-1.6723322
22,008e5bbd2bc548e4bd0948f64cd881c3,-2.9733393,-1.0163798,5.936917
23,00902cb2409b4ea5a0cf3f43e53bb5bb,-4.9674053,-0.91843677,5.381481
24,009bbefa36bf48c7b6f54423b9e16675,-3.5709906,-2.181913,6.6988974
25,009f3de0b6e6485197526d6672d3b4d3,-5.8006406,0.31289303,5.1089277
26,00a9e3be90544e748c117ff8e364369e,5.5487456,-1.486253,-3.7290244
27,00cca63aee8e4af5a60fbbfa9d3fbb68,-3.0950823,4.9178743,-3.573586
28,00e0421bb7e94477bc9eec08e5c4af65,-3.09783,-1.8036156,6.1433296
29,00f3ff6192094cdbb0ba23cd0f443ebc,-3.612709,-1.4526737,6.4150233
30,00f70776dd6c407a8c9e8924c0f7cdb9,-1.0880648,2.6798596,-3.3157578
31,00fa4c4c1fac42a3ac758b02266dc97e,-4.7964463,0.45369166,4.452676
32,01050f001aa543f79544021a58578ffa,-2.6237617,2.5598385,1.411835
33,012e9533b8f544a8a36f24dcdc0df7ac,-3.3009357,1.1023991,3.380631
34,013714ba1e7b4c069bf18b5e9ad214fe,-3.2051678,4.683892,-2.4386792
35,013b273f0512428d94b30c7256858ffc,-3.423197,-1.8344359,6.2097588
36,013b4d9b68984824aea96b5e5d7cc140,0.99050856,1.1040688,-1.6916662
37,013d2f5b15bf4bcaa29239ef7b1c1d8e,-5.5320554,6.7211413,-2.6926918
38,013ea9bac7354b11a792826d9f7cde6f,3.994228,-2.2851171,-2.305568
39,014463a583a94fcfa61c3af185ad8d55,-4.9058833,-1.0726979,6.865285
40,0144ad745448456b9099483a0956f3af,-4.870067,6.02937,-1.7848586
41,01458ff5d3704ace8c4fd5b4716cbfcf,-5.5566497,-0.83545923,5.898878
42,015353d2fefb4761bcc86af0b0866917,-3.3303177,-2.5539873,7.0725904
43,015bedbe1b4347618b6705f3e1c1c2a3,-0.104144365,0.3516158,0.6591003
44,016120c239f547ea8881ab632ddd03bb,2.9960065,-0.06885338,-3.7082405
45,01748ddc019c4e14b7476c9bf9b371d0,-5.150498,5.8611884,-2.7272854
46,017e91d75654466e8d471653f84b1c79,-4.686336,6.2422466,-2.0571918
47,0191771b781d44d984954e214d5b062f,-5.53,3.8259711,1.764542
48,0191d6be2e8a402db2580d189b37feaf,-3.8039067,-1.3905923,6.743843
49,01a2558ca6724dd6b6a12bbf03c9404b,-5.3057923,-0.54799986,5.0727363
50,01a4a1b49b334171abfe6fa776e5e32a,-5.2280393,5.9229836,-2.2786036
51,01ad9dc8231d44f5917eea31fac340ad,-3.5010662,-2.1171083,6.7508707
52,01c355a3dc924c9c95e2bc4b667dcdd4,-3.8091545,-2.1120925,6.577288
53,01c36b12fbef44ab9fa6c7b24845085e,-2.7368836,4.054777,0.57645464
54,01c45e1e15b94dbeaefd915bd6c8fc22,-3.8996773,5.439365,-2.6821275
55,01c8a2a3aac942c9a1ba41f0bf09593d,-4.796931,6.257784,-3.0065303
56,01cbc0a92e604efb889be4a7df8ec594,-3.2335443,4.5665746,-3.2606916
57,01cf4f5ca5524bd69d86b13308688295,-3.6978507,-2.1604652,6.717857
58,01d346d004d04e0a89a56027dcb05994,-0.17862757,2.2342515,-3.350193
59,01e0b7945b6f42658a871bb9b902796a,-3.2712169,-2.5759356,6.8040876
60,01ec4a8071104d41840b8352a1b2ee70,2.224334,1.1209788,-3.1978984
61,01f069fcebdd44afbae4a3734fa69190,-4.0674257,5.593537,-2.652123
62,01f59c1a722441a2a81f4e87090a99e6,1.8320136,1.0573664,-3.5675416
63,01f9ee66df4b41bf97b3dd2e7468a652,-5.1700587,5.9010816,-0.73947006
64,01faf6cc4f4e4b809263f7a10fee3d59,-4.945505,6.011951,-2.8157573
65,01fdb4f03ca9438881642ad90b4b5628,-5.108768,3.065753,0.8194729
66,020f1d0fbbf64fa5a52b517f208a372d,-3.0600479,3.8212705,-3.5828948
67,020ff14f386645aaa1abb6e78cbca454,-3.7179773,5.56423,-3.0373998
68,0213aa08bc6a45ab8a50422c971c3a95,-1.8115817,-2.7596207,2.0877419
69,021b50be5c714739a4d5ac46567c03f2,3.6676044,-0.35252202,-3.8501296
70,022de0bf63ec45c4b5b49d728fa219e2,6.018753,-1.9114528,-3.419324
71,02504994ac784bf789c8a837c145e612,-4.084617,0.2568159,4.7832875
72,0257970807c740988cc460ddfb1a24c4,-4.8003783,-0.95524716,5.1302934
73,02582800c9f9412896533116c3d24bec,-4.5707326,-1.5608716,4.438692
74,0259a4df7d7a4c80a12a259f9618f1c7,-2.8297312,-1.8639033,6.403225
75,025ce723f6d14428b938cd8e626eea2b,-2.389384,-1.7691205,3.702114
76,02633da1f54e4ef6989b9d0ed6a197f0,-1.2550745,3.6006882,-2.7206278
77,026928bb2e5f4e1391fe7965ce949ebf,0.71595824,2.4327946,-4.3520055
78,0269bd5f896e414885745a65497fc85f,-5.5593624,3.9216356,1.7875248
79,026a9daf8389440e9d2703622bcde8e7,-3.3385768,-2.1811213,6.8483124
80,0274e480a84a4e10a3c4664b814474dc,-3.6883335,-1.9947572,6.8464584
81,0275f2df2e724bdab43c836309458992,-4.03566,4.935083,-1.9849775
82,02777c458f37456eb044aee338527659,-3.175801,4.4805527,-3.232316
