,id,label0,label1,label2
0,00005a3efe934a19adc0b69b05faeae7,2.83145,2.4213114,-2.8832574
1,0009dc82c41341d794837271d4dbff5f,-0.19791508,3.4070249,-1.5301601
2,000f3763b6074588817c9ab90a22a814,-3.173881,1.454537,1.9817746
3,00117934dbe240068c95b6d04b08eea7,-0.81408155,3.486252,-2.4227674
4,0014cef5ccfa43b3a6b20162a03763fa,2.0573277,1.3431201,0.8875556
5,0015fb20dbd54d249a50559789f43c52,2.703279,1.4336617,-3.0013938
6,002a0b77fded4ae1abaa8ed9f2ad0824,5.0461583,-1.0489402,-1.5652279
7,002c023ddb7343fdb8b3652ace2ded15,0.86829615,2.867914,-1.9704274
8,002daa98e1b240679212a1b7a0402996,-2.3481627,0.14497489,2.169248
9,00305089bee5422ca2423176c448e91a,-0.7470348,-1.2194653,4.9420033
10,00326db52586478f80d3c23908b32c69,-0.31302354,4.2141795,-2.692277
11,0035484c19a94cbb96d9e552cfddf43d,-2.0232592,-1.7030257,5.259015
12,00369ae2c2d94f28a0912d6166e05ef3,-1.7164721,-1.6483207,4.935014
13,004034b54f0340f7b3fa5265c5921ba2,-1.6437728,-1.0277094,5.415385
14,0046be86e6a14b30ae7aa09b5a61bace,1.9974732,2.4561625,-3.24708
15,005602f337e44d1f96afecc6c65b8a66,-1.1527427,1.1336635,0.5260385
16,00562b5dfb8a4e4db3a958cd3488583a,2.7366748,1.4843738,-2.298407
17,0066cf2839b943689cc059e775be6ec4,-1.8133692,3.733123,-2.9779148
18,006789970e694f82a62a72f85c16dc48,-1.1234113,4.736564,-2.5806608
19,0068ad4e79c140cfa9e2534415bb9134,-1.6043361,-1.4368132,4.998825
20,0073c20837eb406dbe4c497015e1ccea,-1.7037371,4.327428,-3.242611
21,007da0014e584743b1ffbbddc4376520,-1.5118175,4.473306,-2.657327
22,008e5bbd2bc548e4bd0948f64cd881c3,-2.3044653,-0.5785775,3.7964454
23,00902cb2409b4ea5a0cf3f43e53bb5bb,-2.631544,-1.0539075,4.047471
24,009bbefa36bf48c7b6f54423b9e16675,-1.8168565,-1.1683484,5.569478
25,009f3de0b6e6485197526d6672d3b4d3,-3.1130483,0.122225106,2.9296832
26,00a9e3be90544e748c117ff8e364369e,4.1275992,0.96618176,-2.7491388
27,00cca63aee8e4af5a60fbbfa9d3fbb68,-0.4100604,4.0805893,-2.9743083
28,00e0421bb7e94477bc9eec08e5c4af65,-1.0888758,-1.2909029,5.347865
29,00f3ff6192094cdbb0ba23cd0f443ebc,-1.5033036,-1.4293722,4.798277
30,00f70776dd6c407a8c9e8924c0f7cdb9,1.311524,3.3332505,-2.3661437
31,00fa4c4c1fac42a3ac758b02266dc97e,-2.8547819,-0.73825115,1.7887278
32,01050f001aa543f79544021a58578ffa,-2.3981476,1.0921707,1.1095052
33,012e9533b8f544a8a36f24dcdc0df7ac,-3.1543255,0.26655802,2.046517
34,013714ba1e7b4c069bf18b5e9ad214fe,-0.36650842,2.8131266,-1.4928415
35,013b273f0512428d94b30c7256858ffc,-0.6570864,-1.0165623,3.9521341
36,013b4d9b68984824aea96b5e5d7cc140,3.5250435,1.4663526,-3.2951233
37,013d2f5b15bf4bcaa29239ef7b1c1d8e,-1.2626798,5.194385,-3.167217
38,013ea9bac7354b11a792826d9f7cde6f,2.2014651,0.013653368,1.2263558
39,014463a583a94fcfa61c3af185ad8d55,-1.8125358,-1.4153602,4.4328136
40,0144ad745448456b9099483a0956f3af,-2.3069813,4.0887833,-1.921287
41,01458ff5d3704ace8c4fd5b4716cbfcf,-2.8243499,0.9192791,1.3804828
42,015353d2fefb4761bcc86af0b0866917,-1.7757094,-1.5561126,5.5997233
43,015bedbe1b4347618b6705f3e1c1c2a3,0.2339136,0.42970976,0.32518342
44,016120c239f547ea8881ab632ddd03bb,3.563705,0.77070403,-2.572223
